Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
KPS-1 b,0.108,0.094,0.038,1.04,1.08958,1724,1449,3.421,1.7063,1.6752,10.9,264.69,5165,4.47,TRUE,exoplanets.org
HATS-29 b,0.046,0.088,0.101,1.28,0.656399,1438,1209,3.017,4.6059,3.2112,10.9,351,5670,4.389,TRUE,exoplanets.org
WASP-183 b,0.043,0.115,0.205,1.47,0.502,1320,1110,2.76,4.1118,2.1297,11.2,325.38,5313,4.45,TRUE,nexsci
HATS-32 b,0.05,0.049,0.033,1.28,0.918842,1704,1433,3.166,2.8127,2.8536,12.7,839,5700,4.396,TRUE,exoplanets.org
HATS-26 b,0.253,0.108,0.121,1.78,0.641021,2282,1919,2.719,3.3024,5.2152,11.4,907,6071,3.936,TRUE,exoplanets.org
K2-30 b,0.021,0.063,0.074,1.06,0.578733,1298,1091,3.125,4.0985,2.3208,11.1,278,5425,4.53,TRUE,exoplanets.org
HAT-P-55 b,0.05,0.07,0.079,1.21,0.583282,1559,1311,3.016,3.5852,2.9352,11.6,480,5808,4.434,TRUE,exoplanets.org
K2-138 c,0.002,0.004,0.032,0.23,0.020407,1354,1138,2.986,3.5599,2.329,10.3,183,5378,4.59,TRUE,exoplanets.org
K2-55 b,0.002,0.012,0.06,0.35,0.047872,1085,912,2.996,2.8493,2.0059,10.5,160.26,4456,4.673,TRUE,exoplanets.org
KELT-19 A b,0.675,0.325,0.053,0.7,0.299893,2303,1937,3.18,4.6117,4.3944,9.2,277.78,7500,4.127,TRUE,exoplanets.org
HATS-17 b,0.001,0.014,0.01,0.79,1.34144,967,813,3.75,16.2546,4.8264,10.7,339,5846,4.416,TRUE,exoplanets.org
K2-105 b,0.001,0.005,0,0.33,0,1071,900,,8.2669,3.4622,10.1,233,5434,4.477,TRUE,exoplanets.org
HATS-18 b,0.376,0.129,0.031,1.37,1.98164,2441,2052,3.441,0.8378,1.8926,12.3,645,5600,4.436,TRUE,exoplanets.org
HAT-P-43 b,0.063,0.076,0.076,1.31,0.665457,1612,1356,3.005,3.3327,3.2496,11.8,542,5645,4.37,TRUE,exoplanets.org
Qatar-5 b,0.066,0.068,,1.14,4.31985,1681,1413,3.94,2.8792,2.9088,,371.39,5747,4.427,TRUE,exoplanets.org
HATS-36 b,0.03,0.037,0.008,1.26,3.22241,1624,1366,3.723,4.1752,3.4627,12.8,962,6149,4.4,TRUE,exoplanets.org
K2-60 b,0.031,0.032,0.026,0.7,0.424566,1660,1396,3.347,3.0027,3.072,11,498.7,5500,4.33,TRUE,exoplanets.org
MASCARA-1 b,1.91,0.48,0.181,1.54,1.73529,3173,2668,3.282,2.1488,4.05,7.7,183.21,7554,4,TRUE,exoplanets.org
KELT-14 b,0.954,0.372,0.181,1.78,1.28386,2330,1959,3.023,1.7101,2.1881,9.4,266,5720,4.3,TRUE,exoplanets.org
WASP-118 b,0.292,0.174,0.223,1.47,0.515386,2048,1722,2.795,4.046,4.8048,9.8,250,6410,4.3,TRUE,exoplanets.org
Qatar-3 b,0.104,0.064,,1.12,4.31177,1995,1678,3.948,2.5079,3.1104,,750.98,6007,4.286,TRUE,exoplanets.org
HATS-25 b,0.047,0.073,0.085,1.29,0.613081,1516,1274,2.982,4.2986,3.204,11.4,466,5715,4.347,TRUE,exoplanets.org
K2-29 b,0.068,0.148,0.284,1.21,0.362167,1386,1166,2.806,3.2588,2.22,10.1,185,5358,4.54,TRUE,exoplanets.org
HD 3167 b,0.047,0.02,,,0.015891,2190,1841,3.175,0.9596,1.6219,7.1,45.8,5261,4.47,TRUE,exoplanets.org
GJ 9827 b,0.01,0.017,0.101,0.15,0.010784,1393,1172,3.088,1.209,1.2598,7.2,30.32,4269,4.9,TRUE,exoplanets.org
K2-137 b,0.008,0.003,0.03,0.08,0.002065,1915,1610,2.892,0.1797,0.6288,10.9,95,3492,4.815,TRUE,exoplanets.org
HATS-28 b,0.037,0.06,0.059,1.22,0.670098,1488,1251,3.068,3.1811,2.3544,12.1,521,5498,4.476,TRUE,exoplanets.org
K2-32 b,0.001,0.014,0.071,0.49,0.099712,999,840,3.016,8.9922,3.6936,9.8,158.39,5315,4.49,TRUE,exoplanets.org
KELT-4 A b,0.872,0.433,,1.74,0.877536,2170,1825,2.875,2.9896,3.4627,,331.13,6207,4.105,TRUE,exoplanets.org
K2-138 d,0.001,0.004,0.034,0.24,0.022424,1178,990,2.977,5.4048,2.976,10.3,183,5378,4.59,TRUE,exoplanets.org
Qatar-4 b,0.072,0.075,,1.17,6.08461,1644,1382,4.067,1.8054,2.1384,,332.17,5215,4.533,TRUE,exoplanets.org
HATS-27 b,0.108,0.073,0.104,1.55,0.528122,1968,1655,2.758,4.637,4.8312,11.6,840,6438,4.107,TRUE,exoplanets.org
HATS-11 b,0.113,0.076,0.063,1.54,0.846665,1942,1633,2.968,3.6192,4.3685,12.2,906,6060,4.118,TRUE,exoplanets.org
K2-33 b,0.001,0.011,0.041,0.45,0.08515,931,783,3.014,5.4249,4.08,10,145,3540,,TRUE,exoplanets.org
K2-19 b,0.002,0.015,0.041,0.65,0.228032,1047,880,3.133,7.9194,3.5016,11.2,292.14,5430,,TRUE,exoplanets.org
KELT-17 b,0.835,0.336,0.205,1.56,1.30747,2478,2084,3.125,3.0802,3.4752,8.6,210,7454,4.22,TRUE,exoplanets.org
HATS-24 b,0.491,0.181,0.045,1.52,2.45451,2465,2073,3.439,1.3485,2.4192,11.4,510,6346,4.384,TRUE,exoplanets.org
HATS-31 b,0.191,0.093,0.074,1.69,0.889203,2168,1823,2.909,3.378,4.5936,11.6,872,6050,4,TRUE,exoplanets.org
HATS-22 b,0.005,0.05,0.015,0.98,2.74014,1018,856,3.873,4.7228,2.1912,10.9,207.9,4803,4.644,TRUE,exoplanets.org
HATS-7 b,0.008,0.023,0.064,0.58,0.119525,1287,1082,2.971,3.1853,2.2992,11,257,4985,4.545,TRUE,exoplanets.org
HIP 41378 b,0.001,0.006,0.06,0.26,0.025747,1175,988,2.969,15.5712,5.1867,7.7,116,6199,4.18,TRUE,exoplanets.org
HATS-33 b,0.163,0.162,0.082,1.26,1.19203,1697,1427,3.293,2.5496,2.676,10.3,255,5659,4.445,TRUE,exoplanets.org
K2-141 b,0.063,0.018,0.038,0.14,0.016486,2406,2023,3.34,0.2803,0.936,8.4,58.79,4373,4.584,TRUE,exoplanets.org
WASP-92 b,0.256,0.119,0.09,1.49,0.804012,2232,1877,2.972,2.1747,2.7672,11.5,530,6280,4.4,TRUE,exoplanets.org
KELT-11 b,0.967,0.496,1.346,1.44,0.199113,2059,1731,2.395,4.7365,7.3032,6.1,98,5367,3.706,TRUE,exoplanets.org
Qatar-8 b,0.165,0.154,0.255,1.28,0.371,1736,1460,2.746,3.7149,3.835,9.9,281.5,5738,4.21,TRUE,nexsci
HD 106315 b,0.002,0.006,0.053,0.22,0.019124,1360,1143,2.995,9.5539,3.816,7.9,109.7,6254,4.234,TRUE,exoplanets.org
K2-97 b,0.052,0.029,0.012,1.3,1.13834,1928,1621,3.223,8.4061,6.719,10,901.47,4790,3.26,TRUE,exoplanets.org
NGTS-4 b,0.019,0.011,0.018,0.28,0.06481,1961,1649,3.299,1.3374,1.8,11.1,280.56,5143,4.5,TRUE,nexsci
NGTS-5 b,0.024,0.077,0.231,1.14,0.229,1259,1058,2.643,3.357,2.21,11.6,306.78,4987,4.52,TRUE,nexsci
TOI-1685 b,0.007,0.014,0.076,0.15,0.00972,1282,1078,3.018,0.6691,0.9922,8.8,37.62,3434,4.85,TRUE,nexsci
HD 15337 b,0.002,0.007,0.029,0.15,0.02363,1193,1003,3.439,4.7561,2.5536,7,44.82,5125,4.53,TRUE,nexsci
K2-295 b,0.004,0.044,0.092,0.9,0.335,1004,844,3.014,4.0249,2.5104,11.1,232.8,4444,4.63,TRUE,nexsci
LP 714-47 b,0.001,0.024,0.1,0.42,0.09691,845,710,3.136,4.052,1.5605,8.6,52.62,3950,4.64,TRUE,nexsci
WASP-87 b,0.834,0.246,0.06,1.39,2.18,2751,2314,3.45,1.6828,3.0184,9.6,298.39,6450,4.08,TRUE,nexsci
WASP-166 b,0.046,0.067,0.242,0.63,0.101,1556,1309,2.8,5.4435,3.6,8,114.17,6050,4.34,TRUE,nexsci
HR 858 b,0.033,0.026,0.151,0.19,0.0157,1858,1562,3.051,3.586,2.7096,5.1,31.96,6201,4.26,TRUE,nexsci
HR 858 c,0.011,0.016,0.12,0.17,0.0139,1568,1318,3.061,5.9729,2.9016,5.1,31.96,6201,4.26,TRUE,nexsci
HR 858 d,0.004,0.013,0.122,0.19,0.0168,1270,1068,3.048,11.23,3.4344,5.1,31.96,6201,4.26,TRUE,nexsci
HATS-55 b,0.041,0.051,0.04,1.25,0.921,1628,1369,3.164,4.2042,2.7838,12,609.84,6214,4.41,TRUE,nexsci
HAT-P-69 b,0.497,0.238,0.057,1.68,3.58,2301,1935,3.5,4.7869,5.1264,9.3,341.26,7394,4.11,TRUE,nexsci
HATS-58 A b,0.119,0.077,0.044,1.09,1.03,2043,1718,3.328,4.2181,3.18,10.3,403.59,7175,4.29,TRUE,nexsci
HAT-P-70 b,1.424,0.409,0.057,1.87,6.78,3036,2553,3.682,2.7443,3.48,9,330.74,8450,4.18,TRUE,nexsci
HATS-56 b,0.276,0.127,0.159,1.69,0.602,2261,1902,2.719,4.3248,4.6416,10.3,564.41,6536,3.95,TRUE,nexsci
HATS-54 b,0.051,0.037,0.022,1.01,0.753,1858,1563,3.258,2.5442,2.468,12.2,748.59,5621,4.2,TRUE,nexsci
HATS-57 b,0.122,0.125,0.022,1.14,3.147,1680,1412,3.779,2.3506,2.4886,10.7,279.49,5587,4.48,TRUE,nexsci
HD 63433 b,0.004,0.022,0.21,0.19,0.0166,1151,968,3.048,7.1079,3.216,5.3,22.4,5640,4.53,TRUE,nexsci
XO-7 b,0.366,0.207,0.181,1.37,0.709,2074,1744,2.97,2.8641,2.772,9.2,234.15,6250,4.25,TRUE,nexsci
WASP-182 b,0.052,0.045,0.12,0.85,0.148,1762,1482,2.706,3.377,2.5968,10.4,327.6,5638,4.22,TRUE,nexsci
WASP-184 b,0.069,0.062,0.073,1.33,0.57,1765,1484,2.902,5.1817,4.776,11.3,663.23,6000,4.09,TRUE,nexsci
WASP-171 b,0.068,0.044,0.018,0.98,1.084,1951,1641,3.447,3.8186,4.5792,11.1,757.84,5965,4.08,TRUE,nexsci
WASP-175 b,0.091,0.07,0.043,1.21,0.99,1865,1568,3.226,3.0653,2.676,11.5,539.36,6229,4.36,TRUE,nexsci
WASP-169 b,0.103,0.074,0.081,1.3,0.561,1904,1601,2.913,5.6114,6.0528,10.5,627.07,6110,3.96,TRUE,nexsci
KELT-24 b,0.366,0.371,0.051,1.27,5.18,1737,1461,3.9,5.5515,4.215,7.2,96.52,6509,4.25,TRUE,nexsci
WASP-180 A b,0.212,0.166,0.121,1.24,0.9,1884,1585,3.162,3.4093,3.1176,9.8,253.99,6600,4.42,TRUE,nexsci
Wendelstein-2 b,0.036,0.066,0.048,1.16,0.731,1398,1176,3.13,1.7522,2.1714,13.3,565.54,4591,4.53,TRUE,nexsci
NGTS-6 b,0.186,0.125,0.044,1.33,1.339,1814,1525,3.276,0.8821,0.576,11.7,308.26,4730,4.7,TRUE,nexsci
WASP-178 b,0.889,0.284,0.178,1.81,1.66,2936,2469,3.099,3.3448,3.4704,9.7,427.68,9360,4.31,TRUE,nexsci
WASP-185 b,0.036,0.087,0.073,1.25,0.98,1378,1159,3.192,9.3875,4.608,9.5,279.35,5900,4.13,TRUE,nexsci
WASP-192 b,0.108,0.073,0.017,1.23,2.3,1928,1621,3.576,2.8787,2.207,11.1,508.88,5910,4.24,TRUE,nexsci
V1298 Tau d,0.002,0.026,0.043,0.57,0.31,1019,857,3.371,12.4032,5.59,8.1,108.2,5050,4.25,TRUE,nexsci
V1298 Tau c,0.006,0.027,0.039,0.5,0.24,1167,981,3.378,8.2496,4.66,8.1,108.2,5050,4.25,TRUE,nexsci
Qatar-6 b,0.037,0.157,0.166,1.06,0.668,1195,1005,3.167,3.5062,1.601,9.2,100.85,5052,4.64,TRUE,nexsci
HD 213885 b,0.059,0.02,0.041,0.16,0.02778,2535,2131,3.452,1.008,1.5025,6.4,48.09,5978,4.38,TRUE,nexsci
TIC 257060897 b,0.046,0.026,0.025,1.49,0.67,2051,1725,2.874,3.66,0.194,10.4,505.7,5988,3.93,TRUE,nexsci
TOI-125 b,0.002,0.009,0.05,0.24,0.02989,1235,1039,3.099,4.6538,2.9616,9,111.06,5320,4.52,TRUE,nexsci
TOI-163 b,0.218,0.144,0.086,1.49,1.22,1987,1670,3.135,4.2313,4.3279,10.1,411.72,6495,4.19,TRUE,nexsci
TOI-905 b,0.079,0.159,0.164,1.17,0.667,1418,1193,3.081,3.7395,2.0225,9.4,158.65,5570,4.5,TRUE,nexsci
TOI-451 b,0.008,0.007,0.038,0.17,0.0136,1775,1492,3.067,1.8587,2.0376,9.2,123.74,5550,4.56,TRUE,nexsci
HD 20329 b,0.037,0.011,0.025,0.15,0.02335,2543,2138,3.393,0.9261,0.978,7.1,63.68,5596,4.4,TRUE,nexsci
NGTS-23 b,0.044,0.043,0.046,1.27,0.613,1723,1449,2.976,4.0764,3.919,12.7,1074.95,6057,4.04,TRUE,nexsci
TOI-1601 b,0.163,0.11,0.062,1.24,0.99,1927,1620,3.204,5.3318,6.3048,9.2,336.61,5948,3.94,TRUE,nexsci
TOI-561 b,0.042,0.011,0.067,0.13,0.00629,2742,2306,2.985,0.4466,1.31,8.4,85.8,5372,4.5,TRUE,nexsci
NGTS-15 b,0.02,0.033,0.027,1.1,0.751,1490,1253,3.187,3.2762,2.504,12.9,786.49,5600,4.4,TRUE,nexsci
TOI-1431 b,1.375,0.422,0.094,1.49,3.12,2849,2396,3.542,2.6502,2.5028,7.4,148.93,7690,4.15,TRUE,nexsci
NGTS-9 b,0.035,0.033,0.006,1.07,2.9,1771,1489,3.798,4.4353,2.05,11.5,609.13,6330,4.37,TRUE,nexsci
NGTS-8 b,0.059,0.07,0.039,1.09,0.93,1590,1337,3.288,2.4997,2.61,11.6,428.98,5241,4.41,TRUE,nexsci
HATS-48 A b,0.008,0.039,0.082,0.8,0.243,1139,958,2.974,3.1317,2.3458,11.4,263.61,4546,4.59,TRUE,nexsci
TOI-1728 b,0.002,0.031,0.139,0.45,0.08426,909,764,3.011,3.4915,1.96,8.8,60.8,3980,4.66,TRUE,nexsci
EPIC 249893012 c,0.001,0.003,0.019,0.33,0.04616,1129,950,3.029,15.624,6.37,9.7,321.3,5430,3.99,TRUE,nexsci
HD 80653 b,0.037,0.009,0.024,0.14,0.018,2929,2463,3.333,0.7196,1.7976,8,109.86,5959,4.34,TRUE,nexsci
GJ 1252 b,0.007,0.014,0.121,0.11,0.00415,1295,1089,2.962,0.5182,0.724,7.9,20.37,3458,4.89,TRUE,nexsci
EPIC 249893012 b,0.004,0.002,0.006,0.17,0.02753,1878,1579,3.353,3.5951,4.33,9.7,321.3,5430,3.99,TRUE,nexsci
L 168-9 b,0.003,0.01,0.042,0.12,0.01447,1165,980,3.368,1.4015,1.322,7.1,25.15,3794,4.04,TRUE,nexsci
HD 86226 c,0.013,0.019,0.089,0.19,0.02281,1556,1309,3.181,3.9844,3.12,6.5,45.68,5863,4.4,TRUE,nexsci
TOI-132 b,0.025,0.019,0.034,0.3,0.07048,1821,1531,3.274,2.1097,2.1211,9.6,163.68,5397,4.48,TRUE,nexsci
HATS-49 b,0.002,0.021,0.036,0.77,0.353,995,836,3.175,4.148,2.346,11.9,324.41,4405,4.6,TRUE,nexsci
HATS-72 b,0.001,0.035,0.221,0.72,0.1254,878,739,2.775,7.3279,3.0847,9.8,127.59,4656,4.59,TRUE,nexsci
HATS-47 b,0.005,0.049,0.114,1.12,0.369,1017,855,2.865,3.9228,2.0023,11.9,300.67,4512,4.63,TRUE,nexsci
TOI-1246 c,0.001,0.004,0.023,0.22,0.02769,1109,933,3.136,5.9041,2.7678,9.9,169.42,5151,4.4,TRUE,nexsci
TOI-1130 c,0.002,0.169,0.373,1.5,0.974,760,639,3.031,8.3504,2.02,8.4,58.26,4250,4.6,TRUE,nexsci
MASCARA-4 b,1.53,0.47,0.109,1.53,3.1,2859,2404,3.516,2.8241,3.808,7.8,170.7,7800,4.1,TRUE,nexsci
NGTS-10 b,0.274,0.169,0.032,1.21,2.162,1846,1552,3.567,0.7669,1.091,11.7,324.7,4600,4.59,TRUE,nexsci
TOI-1130 b,0.001,0.017,0.109,0.33,0.0407,966,812,2.977,4.0665,1.783,8.4,58.26,4250,4.6,TRUE,nexsci
HD 332231 b,0.008,0.087,0.334,0.87,0.244,1042,877,2.906,18.712,6.156,7.2,80.67,6089,4.28,TRUE,nexsci
TOI-677 b,0.026,0.097,0.074,1.17,1.236,1268,1066,3.35,11.2366,2.5776,8.4,141.81,6295,4.29,TRUE,nexsci
TOI-2641 b,0.091,0.108,0.248,1.61,0.386,1644,1382,2.564,4.881,1.68,10.3,344.05,6100,4.2,TRUE,nexsci
WASP-150 b,0.039,0.038,0.003,1.07,8.46,1739,1462,4.263,5.6442,3.1176,10.7,528,6218,4.15,TRUE,nexsci
WASP-176 b,0.192,0.109,0.082,1.5,0.855,2046,1721,2.971,3.8991,5.1528,10.6,568.42,5941,4,TRUE,nexsci
TOI-849 b,0.048,0.018,0.015,0.31,0.12299,2338,1966,3.51,0.7655,1.57,10.4,225.73,5374,4.48,TRUE,nexsci
Wendelstein-1 b,0.013,0.061,0.062,1.03,0.592,1134,953,3.14,2.6634,1.843,12.2,305.3,4251,4.55,TRUE,nexsci
TOI-169 b,0.12,0.068,0.04,1.09,0.791,2040,1715,3.221,2.2554,1.7064,10.8,407.84,5880,4.28,TRUE,nexsci
LTT 3780 b,0.002,0.011,0.073,0.12,0.00777,1079,908,3.141,0.7684,0.818,8.2,21.98,3360,4.81,TRUE,nexsci
HD 191939 b,0.002,0.018,0.154,0.3,0.03146,1064,895,2.926,8.8803,3.075,7.2,53.61,5427,4.3,TRUE,nexsci
WASP-148 b,0.003,0.024,0.059,0.76,0.287,1060,892,3.095,8.8038,3.016,10.5,246.35,5555,4.5,TRUE,nexsci
TOI-640 b,0.335,0.193,0.182,1.77,0.88,2078,1748,2.842,5.0038,3.6528,9.2,342,6460,3.99,TRUE,nexsci
HATS-37 A b,0.013,0.038,0.146,0.61,0.099,1293,1087,2.825,4.3315,2.9136,9.9,211.9,5326,4.48,TRUE,nexsci
Kepler-1814 c,0.003,0.001,0.005,0.15,0.0118,2216,1864,3.126,0.6263,1.16,13.4,726.35,4922,4.5,TRUE,nexsci
HD 5278 b,0.001,0.009,0.077,0.22,0.02454,1119,941,3.103,14.3392,4.5868,6.6,57.58,6203,4.5,TRUE,nexsci
TOI-181 b,0.006,0.051,0.181,0.63,0.1452,1061,892,2.952,4.532,2.3754,9,96.23,4994,4.61,TRUE,nexsci
NGTS-18 b,0.041,0.034,0.045,1.21,0.409,1792,1507,2.84,3.0513,3.601,12.9,1096.19,5610,4.16,TRUE,nexsci
TOI-257 b,0.013,0.055,0.21,0.64,0.138,1223,1028,2.923,18.3882,6.485,6.3,76.9,6095,4.04,TRUE,nexsci
TOI-564 b,0.22,0.12,0.034,1.02,1.463,2042,1717,3.542,1.6511,1.0272,9.6,199.58,5640,4.36,TRUE,nexsci
TOI-157 b,0.182,0.121,0.054,1.29,1.18,1892,1591,3.248,2.0845,2.1458,10.9,355.68,5404,4.28,TRUE,nexsci
HIP 65 A b,1.783,1.544,0.364,2.03,3.213,1673,1407,3.286,0.981,0.7858,8.3,61.79,4590,4.61,TRUE,nexsci
HATS-38 b,0.017,0.024,0.111,0.61,0.074,1536,1292,2.687,4.375,3.216,10.8,343.52,5732,4.3,TRUE,nexsci
TOI-1518 b,1.713,0.475,0.165,1.88,2.3,2964,2492,3.21,1.9026,2.3654,8.3,225.89,7300,4.1,TRUE,nexsci
TOI-954 b,0.145,0.083,0.167,0.85,0.174,2021,1699,2.774,3.685,4.536,8.8,238.77,5710,3.96,TRUE,nexsci
TOI-763 b,0.002,0.007,0.031,0.2,0.0308,1210,1018,3.268,5.6057,2.996,8.5,95.13,5450,4.45,TRUE,nexsci
TIC 237913194 b,0.002,0.024,0.015,1.12,1.942,997,839,3.586,15.1689,2.0633,10.5,306.06,5788,4.38,TRUE,nexsci
TOI-824 b,0.018,0.024,0.046,0.26,0.0581,1496,1258,3.325,1.393,1.1534,8.4,63.93,4600,4.61,TRUE,nexsci
TOI-1052 b,0.002,0.006,0.023,0.26,0.05317,1311,1103,3.303,9.1397,3.0913,8.2,129.8,6146,4.3,TRUE,nexsci
NGTS-12 b,0.029,0.047,0.134,1.05,0.208,1495,1257,2.672,7.5328,5.85,10.6,446.44,5690,4.04,TRUE,nexsci
TOI-421 b,0.002,0.007,0.055,0.24,0.02256,1204,1012,2.991,5.1967,1.107,8.1,74.8,5325,4.49,TRUE,nexsci
HD 207496 b,0.001,0.013,0.13,0.2,0.01919,967,813,3.071,6.441,1.762,6,23.61,4819,4.51,TRUE,nexsci
TOI-969 b,0.006,0.016,0.069,0.25,0.02863,1282,1078,3.066,1.8237,1.519,8.9,77.26,4435,4.55,TRUE,nexsci
HAT-P-68 b,0.034,0.114,0.093,1.07,0.724,1222,1028,3.194,2.2984,2.0868,11,202.15,4508,4.62,TRUE,nexsci
HD 110113 b,0.009,0.009,0.054,0.18,0.01432,1730,1455,3.025,2.541,2.376,8.5,106.31,5732,4.46,TRUE,nexsci
NGTS-13 b,0.076,0.052,0.005,1.14,4.84,1905,1602,3.964,4.119,5.2224,11.1,647.6,5819,4.04,TRUE,nexsci
TOI-178 b,0.001,0.003,0.036,0.1,0.00472,1236,1039,3.042,1.9146,1.692,8.7,62.7,4316,4.45,TRUE,nexsci
NGTS-14 A b,0.005,0.012,0.033,0.44,0.092,1358,1142,3.063,3.5357,2.24,11.3,322.15,5187,4.2,TRUE,nexsci
TOI-942 b,0.004,0.014,0.001,0.35,2.6,1219,1025,4.729,4.3242,3.4032,9.6,152.6,4969,4.31,TRUE,nexsci
TOI-892 b,0.025,0.059,0.046,1.07,0.95,1396,1174,3.313,10.6266,5.415,10.1,340.54,6261,4.26,TRUE,nexsci
WASP-186 b,0.102,0.09,0.012,1.11,4.22,1806,1518,3.929,5.0268,2.754,9.5,278.51,6361,4.19,TRUE,nexsci
NGTS-17 b,0.064,0.044,0.031,1.24,0.764,1897,1595,3.09,3.2425,3.391,12.7,1040.28,5650,4,TRUE,nexsci
WASP-187 b,0.434,0.18,0.15,1.64,0.8,2322,1952,2.868,5.1479,5.82,8.8,371.41,6150,3.72,TRUE,nexsci
TOI-481 b,0.032,0.08,0.034,0.99,1.53,1360,1144,3.588,10.3311,5.561,8.4,179.37,5735,4.06,TRUE,nexsci
GJ 486 b,0.001,0.016,0.161,0.12,0.00887,836,703,3.213,1.4671,1.0069,6.4,8.07,3340,4.89,TRUE,nexsci
HD 108236 c,0.002,0.008,0.073,0.18,0.0155,1223,1028,3.05,6.2034,2.913,7.6,64.6,5660,4.49,TRUE,nexsci
TOI-451 c,0.001,0.006,0.056,0.28,0.0308,1041,875,2.998,9.1925,3.5592,9.2,123.74,5550,4.56,TRUE,nexsci
HD 108236 b,0.003,0.007,0.055,0.14,0.0102,1431,1203,3.086,3.796,2.384,7.6,64.6,5660,4.49,TRUE,nexsci
Kepler-56 c,0.004,0.008,0.006,0.87,0.57,1404,1181,3.267,21.4024,11.721,10.2,912.99,4840,3.31,TRUE,nexsci
TOI-178 c,0.001,0.005,0.031,0.15,0.01501,1037,872,3.224,3.2384,1.95,8.7,62.7,4316,4.45,TRUE,nexsci
HD 110082 b,0.001,0.007,0.055,0.28,0.0325,1154,970,2.996,10.1827,2.91,8,105.1,6200,4.2,TRUE,nexsci
TOI-1333 b,0.374,0.236,0.065,1.4,2.37,1998,1680,3.479,4.7202,4.6416,8.3,200.49,6274,4.03,TRUE,nexsci
TOI-1478 b,0.011,0.082,0.091,1.06,0.851,1094,920,3.274,10.1802,4.1664,9.2,152.89,5597,4.37,TRUE,nexsci
TOI-628 b,0.236,0.178,0.015,1.06,6.33,1882,1583,4.145,3.4096,3.7824,8.8,178.68,6250,4.3,TRUE,nexsci
TOI-519 b,0.007,0.118,0.173,1.03,0.463,894,752,3.034,1.2652,1.2332,12,115.56,3322,4.87,TRUE,nexsci
TOI-2152 A b,0.275,0.148,0.032,1.28,2.83,2144,1803,3.631,3.3774,3.715,9.6,303.01,6630,4.21,TRUE,nexsci
HD 152843 b,0.004,0.013,0.078,0.3,0.03637,1333,1121,2.989,11.6264,5.53,7.6,107.9,6310,4.19,TRUE,nexsci
TOI-3023 b,0.212,0.147,0.153,1.47,0.62,1899,1597,2.854,3.9015,4.961,10.2,389.92,5760,4.05,TRUE,nexsci
HAT-P-60 b,0.516,0.277,0.348,1.63,0.574,2109,1773,2.728,4.7948,5.035,8.4,233.22,6212,3.91,TRUE,nexsci
TOI-1807 b,0.059,0.016,0.063,0.11,0.00809,2496,2099,3.204,0.5494,0.972,7.6,42.58,4757,4.65,TRUE,nexsci
HAT-P-59 b,0.058,0.089,0.036,1.12,1.54,1518,1276,3.481,4.142,2.381,10.2,265.47,5678,4.36,TRUE,nexsci
TOI-1259 A b,0.029,0.149,0.23,1.02,0.441,1144,962,3.02,3.478,2.5103,9.6,118.11,4775,4.61,TRUE,nexsci
TOI-559 b,0.046,0.102,0.012,1.09,6.01,1401,1178,4.097,6.9839,5.1502,9.6,233.27,5925,4.27,TRUE,nexsci
TOI-3364 b,0.052,0.083,0.031,1.09,1.67,1501,1262,3.541,5.8769,4.646,9.8,277.9,5706,4.21,TRUE,nexsci
Kepler-1949 b,0.002,0.001,0.003,0.2,0.0175,2219,1866,3.044,2.2083,2.841,13.7,2617.35,6028,4.19,TRUE,nexsci
TOI-2202 b,0.001,0.031,0.044,1.01,0.978,848,713,3.376,11.9101,4.0097,10.8,235.93,5144,4.55,TRUE,nexsci
TOI-532 b,0.003,0.026,0.045,0.52,0.1935,1022,860,3.251,2.3267,1.75,10.6,135.05,3927,4.67,TRUE,nexsci
TOI-2154 b,0.203,0.154,0.121,1.45,0.92,1881,1582,3.033,3.8241,2.5173,9.8,296.46,6280,4.24,TRUE,nexsci
HAT-P-62 b,0.117,0.095,0.06,1.07,0.761,1798,1512,3.214,2.6453,3.103,10.7,348.81,5629,4.31,TRUE,nexsci
TOI-674 b,0.001,0.034,0.187,0.47,0.07425,826,695,2.924,1.9771,1.0375,9.5,46.09,3514,4.81,TRUE,nexsci
TOI-1062 b,0.001,0.006,0.024,0.2,0.03194,1228,1033,3.288,4.113,1.196,8.3,82.17,5328,4.55,TRUE,nexsci
TOI-1634 b,0.002,0.012,0.038,0.16,0.02382,1075,904,3.374,0.9893,1.027,8.6,35.27,3472,4.79,TRUE,nexsci
TOI-431 b,0.048,0.018,0.065,0.11,0.00966,2235,1880,3.265,0.49,1.0123,6.7,32.57,4850,4.6,TRUE,nexsci
TOI-1260 b,0.001,0.008,0.044,0.21,0.02693,1036,871,3.16,3.1275,2.06,8.9,73.6,4227,4.57,TRUE,nexsci
HAT-P-64 b,0.23,0.128,0.174,1.7,0.58,2104,1770,2.695,4.0072,4.925,11.1,651.9,6457,4.07,TRUE,nexsci
HAT-P-58 b,0.132,0.091,0.151,1.33,0.372,1929,1622,2.716,4.0138,4.15,11,515.59,6078,4.08,TRUE,nexsci
HAT-P-61 b,0.075,0.062,0.024,0.9,1.057,1790,1506,3.511,1.9023,1.658,11.1,338.84,5587,4.5,TRUE,nexsci
